lipid_variable,lipid_label,diet_variable,selection_count,selection_frequency,coef_mean,coef_std,alpha_mean,alpha_std,bootstrap_iterations,bootstrap_sample_size,effective_sample_size,diet_display
triglycerides_mmol_L_log,log(Triglycerides),diet_green_leafy_cabbages_24h,7,0.35,-0.0005142204921867233,0.0023011218988564473,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Green leafy/cabbages 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_high_fat_cheese_24h,5,0.25,-0.00032532202894799413,0.0012974832613059423,0.0027508871675149802,0.0005643446105112285,20,10925,10925,High fat cheese 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_lamb_24h,10,0.5,-0.0005707617267034948,0.0028691374058570627,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Lamb 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_legumes_and_pulses_24h,20,1.0,0.011034636409021914,0.0040100429163614105,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Legumes and pulses 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_low_fat_yogurt_24h,16,0.8,0.0032102601522637996,0.002691921310782187,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Low fat yogurt 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_medium_and_low_fat_cheese_24h,19,0.95,0.005180736319744028,0.0035762668074295263,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Medium and low fat cheese 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_other_meat_offal_24h,10,0.5,0.00047263407780064883,0.0030358616880014435,0.0027508871675149802,0.0005643446105112285,20,10925,10925,"Other meat, offal 24h"
triglycerides_mmol_L_log,log(Triglycerides),diet_muesli_24h,17,0.85,0.004697586549445987,0.0030866715080907882,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Muesli 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_nut_based_spreads_24h,19,0.95,-0.006875642697559669,0.0036551943067837937,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Nut-based spreads 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_unsalted_nuts_and_seeds_24h,18,0.9,-0.0071308477861748544,0.005495868682742076,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Unsalted nuts and seeds 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_salted_nuts_and_seeds_24h,17,0.85,-0.005438206571852788,0.004086316045914234,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Salted nuts and seeds 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_oily_fish_24h,20,1.0,-0.0322673374786973,0.0028326109539352226,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Oily fish 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_olive_oil_drizzling_dunking_24h,13,0.65,0.002177566049795132,0.0030009963154963284,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Olive oil (drizzling/dunking) 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_plant_based_spread_lower_fat_24h,13,0.65,0.003697783631650964,0.0044014349122293754,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Plant-based spread lower fat 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_plant_based_spread_normal_24h,9,0.45,0.0004106285749003291,0.0021072600038315784,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Plant-based spread normal 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_white_pasta_and_rice_24h,16,0.8,0.006109166709939018,0.0049740114960432034,0.0027508871675149802,0.0005643446105112285,20,10925,10925,White pasta and rice 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_wholemeal_pasta_brown_rice_and_other_wholegrains_24h,17,0.85,-0.004311460512690246,0.003066266848699769,0.0027508871675149802,0.0005643446105112285,20,10925,10925,"Wholemeal pasta, brown rice and other wholegrains 24h"
triglycerides_mmol_L_log,log(Triglycerides),diet_peas_and_sweetcorn_24h,11,0.55,0.0026826220215298235,0.0032344339842500843,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Peas and sweetcorn 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_pizza_24h,20,1.0,0.008134176960447803,0.0036569792939802202,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Pizza 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_pork_24h,8,0.4,0.00015872103977017106,0.00249402805861168,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Pork 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_potatoes_and_sweet_potatoes_baked_boiled_24h,19,0.95,0.008449721981014591,0.004677284744456419,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Potatoes and sweet potatoes (baked/boiled) 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_fried_roast_potatoes_24h,14,0.7,0.00284109819913283,0.003223415777120764,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Fried/roast potatoes 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_mashed_potatoes_24h,18,0.9,0.0036607998234103436,0.0030285132091378837,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Mashed potatoes 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_poultry_24h,20,1.0,-0.009655607090098783,0.004658486049878301,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Poultry 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_processed_meat_24h,13,0.65,-0.0021637235011439772,0.0030819019900686076,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Processed meat 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_raw_salad_24h,20,1.0,-0.017249731440097095,0.004004977121394064,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Raw salad 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_rice_oat_milk_24h,11,0.55,-0.001521313800185453,0.0021837141481229803,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Rice/oat milk 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_root_vegetables_24h,17,0.85,0.007406248699408024,0.004355287649490531,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Root vegetables 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_low_non_sugar_sugar_sweetened_beverages_24h,12,0.6,0.00023473968030884862,0.0034478160215807474,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Low/non sugar sugar-sweetened beverages 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_sugar_sweetened_beverages_and_other_sugary_drinks_24h,16,0.8,0.003972797695314512,0.003641558327854361,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Sugar-sweetened beverages and other sugary drinks 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_samosa_pakora_24h,19,0.95,0.005771075165830553,0.0036409692652774406,0.0027508871675149802,0.0005643446105112285,20,10925,10925,"Samosa, pakora 24h"
triglycerides_mmol_L_log,log(Triglycerides),diet_sauces_and_condiments_high_fat_24h,20,1.0,0.007850670837797225,0.002895572965369971,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Sauces and condiments (high fat) 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_sauces_and_condiments_low_fat_24h,20,1.0,0.008554792864015327,0.0043418019354006495,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Sauces and condiments (low fat) 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_semi_skimmed_milk_24h,19,0.95,0.01037112611811608,0.004602549995271855,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Semi skimmed milk 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_shellfish_24h,18,0.9,-0.004180574330530362,0.002797705408303296,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Shellfish 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_skimmed_milk_and_cholesterol_lowering_milk_24h,13,0.65,0.0009785549860680475,0.003385986232449152,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Skimmed milk and cholesterol-lowering milk 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_savoury_snacks_24h,17,0.85,0.002415860696055461,0.0031368394172897256,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Savoury snacks 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_soups_24h,12,0.6,-0.0019665532679937316,0.0026965063779853873,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Soups 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_soy_milk_24h,9,0.45,-0.000473104853881523,0.0025412470957553975,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Soy milk 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_meat_substitutes_soy_24h,11,0.55,0.002095656430174131,0.0032829451741662147,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Meat substitutes - soy 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_spirits_24h,9,0.45,0.00033022308489307763,0.002518254353221518,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Spirits 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_sushi_24h,18,0.9,0.005161180324319048,0.003744241056525284,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Sushi 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_other_sweets_24h,9,0.45,-0.0009976930581615307,0.0020818610132174193,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Other sweets 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_tea_24h,8,0.4,0.0005602910332527244,0.0016438534230241106,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Tea 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_tea_decaffeinated_24h,15,0.75,-0.0034580487648781856,0.0033315087544057735,0.0027508871675149802,0.0005643446105112285,20,10925,10925,"Tea, decaffeinated 24h"
triglycerides_mmol_L_log,log(Triglycerides),diet_tomatoes_24h,9,0.45,-0.0010891998608713038,0.001748767914662651,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Tomatoes 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_vegetable_dips_24h,11,0.55,-0.0026083797041792423,0.0035866921507347453,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Vegetable dips 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_meat_substitutes_vegetarian_24h,15,0.75,0.004307008194155059,0.005011083049504811,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Meat substitutes - vegetarian 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_other_vegetables_including_mushrooms_fruiting_and_mixed_vegetables_24h,9,0.45,0.0005576281517278403,0.002294048206696041,0.0027508871675149802,0.0005643446105112285,20,10925,10925,"Other vegetables, including mushrooms, fruiting and mixed vegetables 24h"
triglycerides_mmol_L_log,log(Triglycerides),diet_vegetable_side_dishes_24h,5,0.25,0.0007302335026906804,0.001546749899152083,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Vegetable side dishes 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_water_still_and_sparkling_24h,8,0.4,-0.0006763717901776545,0.0024987348602336225,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Water (still and sparkling) 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_white_fish_and_tinned_tuna_24h,20,1.0,-0.01746576139703393,0.004072227927744599,0.0027508871675149802,0.0005643446105112285,20,10925,10925,White fish and tinned tuna 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_whole_milk_24h,13,0.65,-0.002269937181699788,0.0032330205329705406,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Whole milk 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_fortified_wine_24h,10,0.5,-8.095111893453577e-05,0.0018502092929076309,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Fortified wine 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_red_wine_24h,20,1.0,-0.013114920794032514,0.0035635340010832335,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Red wine 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_white_wine_24h,19,0.95,-0.008587014564545825,0.004357144703293611,0.0027508871675149802,0.0005643446105112285,20,10925,10925,White wine 24h
triglycerides_mmol_L_log,log(Triglycerides),diet_cream_24h,11,0.55,0.0009399907190527301,0.002483248569339556,0.0027508871675149802,0.0005643446105112285,20,10925,10925,Cream 24h
total_cholesterol_mmol_L,Total cholesterol,diet_animal_fat_spread_lower_fat_24h,7,0.35,-0.0005858526797965169,0.002659102818704771,0.006527092477361209,0.0017680721901132692,20,10921,10921,Animal fat spread lower fat 24h
total_cholesterol_mmol_L,Total cholesterol,diet_animal_fat_spread_normal_24h,19,0.95,0.022609998105326667,0.011605505507895542,0.006527092477361209,0.0017680721901132692,20,10921,10921,Animal fat spread normal 24h
total_cholesterol_mmol_L,Total cholesterol,diet_added_sugars_and_preserves_24h,15,0.75,-0.005026855452888413,0.0056007858823420185,0.006527092477361209,0.0017680721901132692,20,10921,10921,Added sugars and preserves 24h
total_cholesterol_mmol_L,Total cholesterol,diet_allium_vegetables_24h,13,0.65,0.007943126204190775,0.007785470801400442,0.006527092477361209,0.0017680721901132692,20,10921,10921,Allium vegetables 24h
total_cholesterol_mmol_L,Total cholesterol,diet_beef_24h,13,0.65,0.001469830140194972,0.00465334798131714,0.006527092477361209,0.0017680721901132692,20,10921,10921,Beef 24h
total_cholesterol_mmol_L,Total cholesterol,diet_beer_and_cider_24h,19,0.95,0.01699371845461428,0.008006780746352764,0.006527092477361209,0.0017680721901132692,20,10921,10921,Beer and cider 24h
total_cholesterol_mmol_L,Total cholesterol,diet_biscuits_24h,15,0.75,0.004051599327067379,0.005630797793797714,0.006527092477361209,0.0017680721901132692,20,10921,10921,Biscuits 24h
total_cholesterol_mmol_L,Total cholesterol,diet_breaded_battered_chicken_24h,19,0.95,-0.016913128190208227,0.009062916347059661,0.006527092477361209,0.0017680721901132692,20,10921,10921,Breaded/battered chicken 24h
total_cholesterol_mmol_L,Total cholesterol,diet_breaded_battered_fish_24h,10,0.5,-0.0012925516639370471,0.00440077486018621,0.006527092477361209,0.0017680721901132692,20,10921,10921,Breaded/battered fish 24h
total_cholesterol_mmol_L,Total cholesterol,diet_mixed_bread_50_50_brown_and_seeded_24h,11,0.55,-0.00500893626594916,0.006930186899696484,0.006527092477361209,0.0017680721901132692,20,10921,10921,"Mixed bread (50/50), brown and seeded 24h"
total_cholesterol_mmol_L,Total cholesterol,diet_other_bread_24h,16,0.8,-0.007915925967972725,0.0056303263412863,0.006527092477361209,0.0017680721901132692,20,10921,10921,Other bread 24h
total_cholesterol_mmol_L,Total cholesterol,diet_white_bread_24h,17,0.85,-0.01158291913998255,0.009550238714010775,0.006527092477361209,0.0017680721901132692,20,10921,10921,White bread 24h
total_cholesterol_mmol_L,Total cholesterol,diet_wholemeal_bread_24h,19,0.95,-0.01581043389160186,0.008265684051932464,0.006527092477361209,0.0017680721901132692,20,10921,10921,Wholemeal bread 24h
total_cholesterol_mmol_L,Total cholesterol,diet_biscuit_cereal_24h,9,0.45,-0.001153762376634404,0.006525186912148983,0.006527092477361209,0.0017680721901132692,20,10921,10921,Biscuit cereal 24h
total_cholesterol_mmol_L,Total cholesterol,diet_bran_cereal_24h,10,0.5,-0.00048398598155472425,0.005022589431932851,0.006527092477361209,0.0017680721901132692,20,10921,10921,Bran cereal 24h
total_cholesterol_mmol_L,Total cholesterol,diet_oat_cereal_non_sugar_24h,18,0.9,-0.009294776961905882,0.008078478488253361,0.006527092477361209,0.0017680721901132692,20,10921,10921,Oat cereal (non sugar) 24h
total_cholesterol_mmol_L,Total cholesterol,diet_oat_cereal_sugar_24h,9,0.45,-0.0004568449745420367,0.003999423546283885,0.006527092477361209,0.0017680721901132692,20,10921,10921,Oat cereal (sugar) 24h
total_cholesterol_mmol_L,Total cholesterol,diet_other_cereal_sugar_24h,20,1.0,-0.02084442737977952,0.009355113674504832,0.006527092477361209,0.0017680721901132692,20,10921,10921,Other cereal (sugar) 24h
total_cholesterol_mmol_L,Total cholesterol,diet_chocolate_confectionery_24h,20,1.0,0.01859826290747151,0.009345072982667874,0.006527092477361209,0.0017680721901132692,20,10921,10921,Chocolate confectionery 24h
total_cholesterol_mmol_L,Total cholesterol,diet_coffee_caffeinated_24h,20,1.0,0.04384945295751095,0.009788286457099036,0.006527092477361209,0.0017680721901132692,20,10921,10921,"Coffee, caffeinated 24h"
total_cholesterol_mmol_L,Total cholesterol,diet_coffee_decaffeinated_24h,20,1.0,0.018963797437027096,0.0069954291961586024,0.006527092477361209,0.0017680721901132692,20,10921,10921,"Coffee, decaffeinated 24h"
total_cholesterol_mmol_L,Total cholesterol,diet_savoury_crackers_24h,13,0.65,-0.006075176841113717,0.007282527624601455,0.006527092477361209,0.0017680721901132692,20,10921,10921,Savoury crackers 24h
total_cholesterol_mmol_L,Total cholesterol,diet_milk_dairy_desserts_24h,17,0.85,0.013335415627807379,0.008507620112276635,0.006527092477361209,0.0017680721901132692,20,10921,10921,Milk-dairy desserts 24h
total_cholesterol_mmol_L,Total cholesterol,diet_other_desserts_and_cakes_and_pastries_24h,12,0.6,0.0011287481058388949,0.003797392407189661,0.006527092477361209,0.0017680721901132692,20,10921,10921,Other desserts and cakes and pastries 24h
total_cholesterol_mmol_L,Total cholesterol,diet_soy_desserts_and_yogurt_24h,9,0.45,0.0021240389676677298,0.003481900346712603,0.006527092477361209,0.0017680721901132692,20,10921,10921,Soy desserts and yogurt 24h
total_cholesterol_mmol_L,Total cholesterol,diet_milk_based_and_powdered_drinks_24h,16,0.8,-0.008761608804343268,0.008212136224273723,0.006527092477361209,0.0017680721901132692,20,10921,10921,Milk-based and powdered drinks 24h
total_cholesterol_mmol_L,Total cholesterol,diet_egg_and_egg_dishes_24h,12,0.6,0.00513155828230083,0.005979789365242462,0.006527092477361209,0.0017680721901132692,20,10921,10921,Egg and egg dishes 24h
total_cholesterol_mmol_L,Total cholesterol,diet_apples_and_pears_24h,17,0.85,-0.011767054395750164,0.008958969702491985,0.006527092477361209,0.0017680721901132692,20,10921,10921,Apples and pears 24h
total_cholesterol_mmol_L,Total cholesterol,diet_berries_24h,9,0.45,0.002335044540814124,0.005071383264257035,0.006527092477361209,0.0017680721901132692,20,10921,10921,Berries 24h
total_cholesterol_mmol_L,Total cholesterol,diet_citrus_24h,8,0.4,0.0007654270465764057,0.0020948492931870477,0.006527092477361209,0.0017680721901132692,20,10921,10921,Citrus 24h
total_cholesterol_mmol_L,Total cholesterol,diet_dried_fruit_24h,9,0.45,0.0008054905832977965,0.004327194709904147,0.006527092477361209,0.0017680721901132692,20,10921,10921,Dried fruit 24h
total_cholesterol_mmol_L,Total cholesterol,diet_other_fruit_24h,19,0.95,-0.009423432382754981,0.006875306388375016,0.006527092477361209,0.0017680721901132692,20,10921,10921,Other fruit 24h
total_cholesterol_mmol_L,Total cholesterol,diet_stewed_fruit_24h,13,0.65,0.006122619521920569,0.007075843134429778,0.006527092477361209,0.0017680721901132692,20,10921,10921,Stewed fruit 24h
total_cholesterol_mmol_L,Total cholesterol,diet_fruit_juice_24h,12,0.6,0.00392491136190074,0.006105274750215916,0.006527092477361209,0.0017680721901132692,20,10921,10921,Fruit juice 24h
total_cholesterol_mmol_L,Total cholesterol,diet_full_fat_yogurt_24h,10,0.5,0.0007366670964984223,0.00575229132349002,0.006527092477361209,0.0017680721901132692,20,10921,10921,Full fat yogurt 24h
total_cholesterol_mmol_L,Total cholesterol,diet_grain_dishes_added_fat_24h,11,0.55,0.00300102698529372,0.004451183968212967,0.006527092477361209,0.0017680721901132692,20,10921,10921,Grain dishes - added fat 24h
total_cholesterol_mmol_L,Total cholesterol,diet_green_leafy_cabbages_24h,10,0.5,0.001859331528248731,0.005193248104359846,0.006527092477361209,0.0017680721901132692,20,10921,10921,Green leafy/cabbages 24h
total_cholesterol_mmol_L,Total cholesterol,diet_high_fat_cheese_24h,17,0.85,0.016407365375198425,0.009638210512879948,0.006527092477361209,0.0017680721901132692,20,10921,10921,High fat cheese 24h
total_cholesterol_mmol_L,Total cholesterol,diet_lamb_24h,11,0.55,0.00134677694295533,0.0060699109522749,0.006527092477361209,0.0017680721901132692,20,10921,10921,Lamb 24h
