lipid_variable,lipid_label,diet_variable,diet_label,partial_spearman_r,p_value,neg_log10_p,n,small_sample,covariates_used,abs_r
triglycerides_mmol_L_log,Triglycerides (log),diet_never_eat_eggs_dairy_wheat_sugar,"Never eat eggs, dairy, wheat, sugar",-0.02839794156774643,1.104062761095476e-62,61.95700623818045,346114,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.02839794156774643
triglycerides_mmol_L_log,Triglycerides (log),diet_cheese_intake,Cheese intake,-0.010996466623941298,1.5610927655679227e-10,9.806571288880425,338636,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.010996466623941298
triglycerides_mmol_L_log,Triglycerides (log),diet_milk_type_used,Milk type used,-0.013986881291942716,1.8869072598734167e-16,15.724249444570093,346114,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.013986881291942716
triglycerides_mmol_L_log,Triglycerides (log),diet_spread_type,Spread type,0.01304421930122985,1.6619127434068847e-14,13.779391782027057,346114,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.01304421930122985
triglycerides_mmol_L_log,Triglycerides (log),diet_non_butter_spread_type_details,Non-butter spread type details,-0.012899018243674527,8.030606630711807e-08,7.095251646948005,173073,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.012899018243674527
triglycerides_mmol_L_log,Triglycerides (log),diet_bread_intake,Bread intake,0.04119185233748855,7.3780757662630025e-127,126.13205688926902,338036,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.04119185233748855
triglycerides_mmol_L_log,Triglycerides (log),diet_bread_type,Bread type,-0.019116670621204174,2.343580016044089e-28,27.63012021392394,333697,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.019116670621204174
triglycerides_mmol_L_log,Triglycerides (log),diet_cereal_intake,Cereal intake,0.01887102248612965,2.4209005912893454e-27,26.61602304349543,329438,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.01887102248612965
triglycerides_mmol_L_log,Triglycerides (log),diet_cereal_type,Cereal type,0.006820053638778421,0.0002619303825705094,3.5818141227377547,286468,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.006820053638778421
triglycerides_mmol_L_log,Triglycerides (log),diet_salt_added_to_food,Salt added to food,-0.009073377291635945,9.393062882886843e-08,7.02719277022178,346114,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.009073377291635945
triglycerides_mmol_L_log,Triglycerides (log),diet_tea_intake,Tea intake,-0.017716074391416613,1.2055597536328318e-24,23.918811258924123,334577,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.017716074391416613
triglycerides_mmol_L_log,Triglycerides (log),diet_coffee_intake,Coffee intake,-0.01108669133522099,3.5502254254345075e-10,9.449744070067707,320089,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.01108669133522099
triglycerides_mmol_L_log,Triglycerides (log),diet_coffee_type,Coffee type,-0.0030146729206216335,0.11790117239196563,0.9284818763228093,269028,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.0030146729206216335
triglycerides_mmol_L_log,Triglycerides (log),diet_hot_drink_temperature,Hot drink temperature,0.0026864288447212142,0.11400103439525977,0.9430912080484805,346114,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.0026864288447212142
triglycerides_mmol_L_log,Triglycerides (log),diet_water_intake,Water intake,-0.018721246672977337,3.1352316647464714e-26,25.503730363284987,320243,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.018721246672977337
triglycerides_mmol_L_log,Triglycerides (log),diet_major_dietary_changes_in_the_last_5_years,Major dietary changes in the last 5 years,-0.022725692103684827,8.869315653259509e-41,40.052109888565,346114,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.022725692103684827
triglycerides_mmol_L_log,Triglycerides (log),diet_variation_in_diet,Variation in diet,0.004773613626416819,0.004978955341473164,2.3028617690928384,346114,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.004773613626416819
total_cholesterol_mmol_L,Total cholesterol,diet_cooked_vegetable_intake,Cooked vegetable intake,-0.017121189771939153,3.791133468048469e-23,22.421230925830326,334936,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.017121189771939153
total_cholesterol_mmol_L,Total cholesterol,diet_salad_raw_vegetable_intake,Salad / raw vegetable intake,-0.016784539289710385,9.475679578613012e-22,21.023389633427644,325895,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.016784539289710385
total_cholesterol_mmol_L,Total cholesterol,diet_fresh_fruit_intake,Fresh fruit intake,-0.04175982926403829,1.2580107577631494e-128,127.9003156450456,333553,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.04175982926403829
total_cholesterol_mmol_L,Total cholesterol,diet_dried_fruit_intake,Dried fruit intake,-0.008818821983189857,7.712826415320051e-07,6.112786442748324,314093,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.008818821983189857
total_cholesterol_mmol_L,Total cholesterol,diet_oily_fish_intake,Oily fish intake,0.009802096704328172,8.108257973286336e-09,8.091072442195058,346037,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.009802096704328172
total_cholesterol_mmol_L,Total cholesterol,diet_non_oily_fish_intake,Non-oily fish intake,0.010151677621486825,2.345817816687531e-09,8.629705719534904,346037,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.010151677621486825
total_cholesterol_mmol_L,Total cholesterol,diet_processed_meat_intake,Processed meat intake,-0.011040743773035402,8.309850244370732e-11,10.080406802765765,346037,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.011040743773035402
total_cholesterol_mmol_L,Total cholesterol,diet_poultry_intake,Poultry intake,0.00027884914240333154,0.8697058212938604,0.06062762300647141,346037,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.00027884914240333154
total_cholesterol_mmol_L,Total cholesterol,diet_beef_intake,Beef intake,-0.00037067258865766065,0.8273924640813143,0.08228843899139572,346037,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.00037067258865766065
total_cholesterol_mmol_L,Total cholesterol,diet_lamb_mutton_intake,Lamb/mutton intake,-0.005800068035971676,0.0006451150153651618,3.1903628495734093,346037,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.005800068035971676
total_cholesterol_mmol_L,Total cholesterol,diet_pork_intake,Pork intake,-0.01790972045512983,5.883827228685134e-26,25.230340088278005,346037,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.01790972045512983
total_cholesterol_mmol_L,Total cholesterol,diet_age_when_last_ate_meat,Age when last ate meat,0.018269711766345894,0.021886588243117178,1.659821932478145,15743,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.018269711766345894
total_cholesterol_mmol_L,Total cholesterol,diet_never_eat_eggs_dairy_wheat_sugar,"Never eat eggs, dairy, wheat, sugar",-0.009553386078325699,1.9109161630221902e-08,7.71875836618179,346037,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.009553386078325699
total_cholesterol_mmol_L,Total cholesterol,diet_cheese_intake,Cheese intake,-0.017160843935126593,1.7566224323602914e-23,22.755321575535795,338562,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.017160843935126593
total_cholesterol_mmol_L,Total cholesterol,diet_milk_type_used,Milk type used,-0.03650707915127611,2.2774377856976902e-102,101.64255347810787,346037,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.03650707915127611
total_cholesterol_mmol_L,Total cholesterol,diet_spread_type,Spread type,-0.03386079801507041,2.5090118306406377e-88,87.6004972908696,346037,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.03386079801507041
total_cholesterol_mmol_L,Total cholesterol,diet_non_butter_spread_type_details,Non-butter spread type details,-0.03683225199110129,5.096336363864158e-53,52.29274191580825,173035,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.03683225199110129
total_cholesterol_mmol_L,Total cholesterol,diet_bread_intake,Bread intake,-0.02251071998139643,3.852962701123034e-39,38.41420519518499,337960,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.02251071998139643
total_cholesterol_mmol_L,Total cholesterol,diet_bread_type,Bread type,-0.004578116025488454,0.008184929735741472,2.086985044475709,333627,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.004578116025488454
total_cholesterol_mmol_L,Total cholesterol,diet_cereal_intake,Cereal intake,-0.06171967760822118,2.4422433229092397e-275,274.61221106908386,329366,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.06171967760822118
total_cholesterol_mmol_L,Total cholesterol,diet_cereal_type,Cereal type,-2.7878924836537264e-05,0.9880961245933619,0.0052008040461699444,286405,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",2.7878924836537264e-05
total_cholesterol_mmol_L,Total cholesterol,diet_salt_added_to_food,Salt added to food,0.009475199071053673,2.491241237402928e-08,7.603584215859644,346037,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.009475199071053673
total_cholesterol_mmol_L,Total cholesterol,diet_tea_intake,Tea intake,-0.03177876811597574,1.7558102506364102e-75,74.75552241983894,334505,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.03177876811597574
total_cholesterol_mmol_L,Total cholesterol,diet_coffee_intake,Coffee intake,0.05790397664592818,1.000818372185043e-235,234.99964473082727,320020,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.05790397664592818
total_cholesterol_mmol_L,Total cholesterol,diet_coffee_type,Coffee type,-0.007220972178369652,0.00018039740511295406,3.743769713763203,268970,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.007220972178369652
total_cholesterol_mmol_L,Total cholesterol,diet_hot_drink_temperature,Hot drink temperature,-0.0026939045656265677,0.11303813109435595,0.946775031468398,346037,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.0026939045656265677
total_cholesterol_mmol_L,Total cholesterol,diet_water_intake,Water intake,-0.01689945404984485,1.143871848833769e-21,20.941622628044602,320173,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.01689945404984485
total_cholesterol_mmol_L,Total cholesterol,diet_major_dietary_changes_in_the_last_5_years,Major dietary changes in the last 5 years,-0.02223059275941562,4.358589259834275e-39,38.36065405564217,346037,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.02223059275941562
total_cholesterol_mmol_L,Total cholesterol,diet_variation_in_diet,Variation in diet,0.012340447132675255,3.885035396424829e-13,12.410605020002848,346037,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.012340447132675255
hdl_cholesterol_mmol_L_log,HDL cholesterol (log),diet_cooked_vegetable_intake,Cooked vegetable intake,0.011382409637070368,3.003031134710521e-10,9.522440165116077,306195,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.011382409637070368
hdl_cholesterol_mmol_L_log,HDL cholesterol (log),diet_salad_raw_vegetable_intake,Salad / raw vegetable intake,0.03279355262435221,1.1370245902056885e-71,70.94423014280993,297850,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.03279355262435221
hdl_cholesterol_mmol_L_log,HDL cholesterol (log),diet_fresh_fruit_intake,Fresh fruit intake,-0.020666631150705963,3.558982532368099e-30,29.448674143526013,304964,False,"cov_age_at_assessment, cov_body_mass_index, cov_fasting_time, cov_sex_Male, cov_alcohol_status_Never, cov_alcohol_status_Prefer not to answer, cov_alcohol_status_Previous, cov_current_smoking_Only occasionally, cov_current_smoking_Prefer not to answer, cov_current_smoking_Yes, on most or all days",0.020666631150705963
